inventor,patents,coworkers_patents,patents/coworkers_patents
LAUBITZ DANIEL,1,0.7777777777777778,1.2857142857142856
LAWECKA MARTA,1,0.0,0
LAWNICZAK MACIEJ,1,0.0,0
LAZAR JAN,1,0.8333333333333334,1.2
LEBECKI KAZIMIERZ,1,0.0,0
LEBIOCKA MAGDALENA,1,0.6666666666666666,1.5
LECIEJEWSKI ZBIGNIEW,2,0.7666666666666667,2.608695652173913
LEDOCHOWSKI ANDRZEJ,6,2.05,2.9268292682926833
LEGOCKI ANDRZEJ,2,0.0,0
LEGUTKO PIOTR,1,3.7222222222222223,0.26865671641791045
LEHRICH KRZYSZTOF,4,7.105263157894737,0.5629629629629629
LEMKE KRZYSZTOF,7,0.3333333333333333,21.0
LENDA TOMASZ,1,0.3076923076923077,3.25
LEONOWICZ ANDRZEJ,2,0.17073170731707318,11.714285714285714
LESNER ADAM,2,0.2682926829268293,7.454545454545454
LESNIAK TOMASZ,8,0.6666666666666666,12.0
LESNIEWSKI ADAM,1,2.0,0.5
LESNIEWSKI MARCIN,2,2.1,0.9523809523809523
LESZCZAK KINGA,1,0.0,0
LESZCZYNSKA AGNIESZKA,2,0.25,8.0
LESZCZYNSKA HALINA,6,0.0,0
LESZCZYNSKI JACEK,2,0.7222222222222222,2.769230769230769
LESZCZYNSKI PIOTR,1,0.0,0
LESZCZYNSKI SLAWOMIR,1,2.0,0.5
LESZCZYNSKI ZBIGNIEW,3,0.75,4.0
LEWANDOWICZ GRAZYNA,2,0.0,0
LEWANDOWSKA ANNA,1,0.1111111111111111,9.0
LEWANDOWSKA MARTA,3,1.0,3.0
LEWANDOWSKA URSZULA,1,0.07317073170731707,13.666666666666668
LEWANDOWSKA-SZUMIEL MALGORZATA,3,0.8235294117647058,3.6428571428571432
LEWANDOWSKI DARIUSZ,4,0.3333333333333333,12.0
LEWANDOWSKI DOMINIK,1,2.4,0.4166666666666667
LEWANDOWSKI MAREK,20,0.0,0
LEWANDOWSKI WIKTOR,2,0.7333333333333333,2.7272727272727275
LEWANDOWSKI WOJCIECH,2,0.0,0
LEWARTOWSKA JOANNA,1,1.8421052631578947,0.5428571428571428
LEWERA ADAM,6,0.6129032258064516,9.789473684210526
LEWICKI FRYDERYK,2,0.3333333333333333,6.0
LEWINSKI JANUSZ,2,0.7619047619047619,2.625
LIBERSKI PIOTR,1,0.0,0
LIBRANT KRZYSZTOF,2,2.0,1.0
LIBUS WLODZIMIERZ,1,0.3,3.3333333333333335
LICHOLAI LECH,2,1.0,2.0
LIGENZA SLAWOMIR,3,4.8,0.625
LINDSTAEDT AGNIESZKA,1,1.0,1.0
LINKIEWICZ KAZIMIERZ,1,9.0,0.1111111111111111
LIPIEC WOJCIECH,2,0.0,0
LIPINSKA LUDWIKA,7,0.6619718309859155,10.574468085106384
LIPINSKI TOMASZ,11,0.125,88.0
LIPKOWSKI ANDRZEJ,33,0.0,0
LIPNIACKI ANDRZEJ,4,1.68,2.380952380952381
LIPOWCZAN ADAM,1,0.0,0
LIS ANDRZEJ,5,0.0,0
LIS KRZYSZTOF,7,3.870967741935484,1.8083333333333333
LISICKI ZYGMUNT,21,3.44,6.104651162790698
LISIK WOJCIECH,1,0.32558139534883723,3.071428571428571
LISOWIEC ALEKSANDER,1,4.25,0.23529411764705882
LISOWSKI ANDRZEJ,6,0.0,0
LISOWSKI JOZEF,3,0.0,0
LISOWSKI WOJCIECH,1,4.434782608695652,0.22549019607843138
LISZKA JERZY,4,0.0,0
LITWIN DARIUSZ,10,3.9375,2.5396825396825395
LITWIN WOJCIECH,1,0.8125,1.2307692307692308
LITWIN-STASZEWSKA ELZBIETA,2,3.6129032258064515,0.5535714285714286
LOBOCKA MALGORZATA,8,0.2,40.0
LOBOCKI MICHAL,1,1.8888888888888888,0.5294117647058824
LOBODZINSKI WOJCIECH,1,2.5,0.4
LOJEWSKA JOANNA,2,0.4166666666666667,4.8
LOJKOWSKI WITOLD,9,1.686046511627907,5.337931034482758
LOKAJ KRZYSZTOF,1,0.5,2.0
LOPATKA KUBA,3,5.0,0.6
LOPUSINSKI ANDRZEJ,2,1.5769230769230769,1.2682926829268293
LOZINSKA IWONA,1,0.5714285714285714,1.75
LUBELSKA KATARZYNA,1,0.20408163265306123,4.8999999999999995
LUBINSKI JAN,14,0.9,15.555555555555555
LUCZAK ADAM,6,6.363636363636363,0.942857142857143
LUCZNIK BOLESLAW,3,2.28125,1.3150684931506849
LUDWICKA KAROLINA,2,2.076923076923077,0.9629629629629629
LUGOWSKI CZESLAW,8,1.4615384615384615,5.473684210526316
LUKA GRZEGORZ,2,2.6666666666666665,0.75
LUKASIAK MAGDALENA,3,2.7777777777777777,1.08
LUKASIEWICZ JOLANTA,7,3.0256410256410255,2.3135593220338984
LUKASIK ANNA,2,2.25,0.8888888888888888
LUKASZCZYK JAN,1,1.6666666666666667,0.6
LUKASZEWICZ JERZY,2,0.4444444444444444,4.5
LUKASZEWICZ MACIEJ,1,2.7142857142857144,0.3684210526315789
LUKASZEWICZ MARCIN,6,0.375,16.0
LUKAWSKA MALGORZATA,1,1.6521739130434783,0.6052631578947368
LUKOMSKA ANETA,2,3.2083333333333335,0.6233766233766234
LUKOMSKA BARBARA,1,0.5675675675675675,1.761904761904762
LUKOSEK MAREK,1,0.8666666666666667,1.1538461538461537
LUNIEWSKI WOJCIECH,3,4.0,0.75
LUNIO RAFAL,1,1.5,0.6666666666666666
LUSIAK-SZELACHOWSKA MARZANNA,1,7.3,0.136986301369863
LUTO MARIUSZ,4,0.0,0
LUZAK BOGUSLAWA,1,0.5882352941176471,1.7
LYCZKO KRZYSZTOF,1,0.3541666666666667,2.8235294117647056
LYCZKO MONIKA,1,0.4117647058823529,2.428571428571429
MACH MATEUSZ,2,0.02564102564102564,78.0
MACHALINSKI BOGUSLAW,2,0.10810810810810811,18.5
MACHEJ TADEUSZ,1,0.6666666666666666,1.5
MACHNIEWSKI PIOTR,1,0.7777777777777778,1.2857142857142856
MACIAG MONIKA,2,2.1666666666666665,0.9230769230769231
MACIEJAK AGATA,1,0.9024390243902439,1.1081081081081081
MACIEJAK ANDRZEJ,1,0.4,2.5
MACIEJCZYK MATEUSZ,1,0.2222222222222222,4.5
MACIEJCZYK MICHAL,1,0.4,2.5
MACIEJEWSKA ANNA,1,0.0,0
MACIEJEWSKI BARTOSZ,1,0.5714285714285714,1.75
MACIEJEWSKI HENRYK,1,0.05555555555555555,18.0
MACIEJEWSKI HIERONIM,8,9.978260869565217,0.8017429193899782
MACIEJEWSKI JAN,2,0.0,0
MACIEJNY ADOLF,1,0.4666666666666667,2.142857142857143
MACIERZYNSKA EWA,4,0.3333333333333333,12.0
MACIOL ANDRZEJ,1,0.0,0
MACIUSZEK MONIKA,1,2.5,0.4
MACKOWIAK SLAWOMIR,3,2.2,1.3636363636363635
MACYK WOJCIECH,6,0.9736842105263158,6.162162162162162
MACZYNSKI ANDRZEJ,12,0.0,0
MADALINSKI KAZIMIERZ,1,0.0,0
MADEJA ZBIGNIEW,1,0.0,0
MADZIAR JERZY,1,0.3333333333333333,3.0
MAGDA JANUSZ,1,1.3333333333333333,0.75
MAGIERA RADOMIR,3,0.25,12.0
MAGONSKI ZBIGNIEW,3,1.5625,1.92
MAJCHRZAK MARIUSZ,2,8.964285714285714,0.22310756972111556
MAJDA ALEKSANDER,1,0.5,2.0
MAJER JAKUB,2,2.128205128205128,0.9397590361445783
MAJEWSKA JUSTYNA,2,0.6,3.3333333333333335
MAJEWSKI ARKADIUSZ,2,2.0,1.0
MAJEWSKI PAWEL,3,0.0,0
MAJEWSKI WIESLAW,3,1.6428571428571428,1.8260869565217392
MAJKA GRZEGORZ,3,0.7857142857142857,3.8181818181818183
MAJKA ZBIGNIEW,14,4.0,3.5
MAJOCH MATEUSZ,2,0.0,0
MAJOREK MARIA,1,8.2,0.12195121951219513
MAK PAWEL,1,0.1,10.0
MAKARA MARIUSZ,2,2.5483870967741935,0.7848101265822784
MAKAROWA IRINA,1,2.9466666666666668,0.3393665158371041
MAKOSZA MIECZYSLAW,12,2.466666666666667,4.864864864864865
MAKOWIEC SLAWOMIR,3,0.2222222222222222,13.5
MAKOWSKA ANNA,2,0.0,0
MAKOWSKI DARIUSZ,2,1.5483870967741935,1.2916666666666667
MAKOWSKI MAREK,1,0.36363636363636365,2.75
MAKSYMIUK KRZYSZTOF,1,0.038461538461538464,26.0
MAKULSKA SYLWIA,3,11.529411764705882,0.2602040816326531
MAKURAT SAMANTA,1,3.375,0.2962962962962963
MALAG ANDRZEJ,2,0.8,2.5
MALECKA KAMILA,1,3.925925925925926,0.25471698113207547
MALECKI MACIEJ,1,0.22727272727272727,4.4
MALESA MONIKA,4,0.4782608695652174,8.363636363636363
MALICKI MAREK,1,0.8,1.25
MALINOWSKA IWONA,1,0.47619047619047616,2.1
MALINOWSKA MAGDALENA,2,0.10526315789473684,19.0
MALINOWSKI MAREK,1,2.2,0.45454545454545453
MALINOWSKI PAWEL,4,0.4634146341463415,8.631578947368421
MALINOWSKI PRZEMYSLAW,2,1.5,1.3333333333333333
MALINOWSKI TADEUSZ,13,0.4666666666666667,27.857142857142858
MALKOWSKI PIOTR,2,0.0,0
MAMALA ANDRZEJ,4,1.709090909090909,2.3404255319148937
MAMES ADAM,1,4.0588235294117645,0.2463768115942029
MANIAK GABRIELA,1,7.333333333333333,0.13636363636363638
MANIECKI TOMASZ,1,0.28125,3.5555555555555554
MANIUKIEWICZ WALDEMAR,1,0.3877551020408163,2.5789473684210527
MANKOWSKI JERZY,6,2.375,2.526315789473684
MARCHWICKA ALEKSANDRA,1,1.027027027027027,0.9736842105263158
MARCINEK ANDRZEJ,8,3.52,2.272727272727273
MARCINEK MAREK,5,0.0,0
MARCINIAK KATARZYNA,1,0.0,0
MARCINIEC KRZYSZTOF,1,1.065217391304348,0.9387755102040816
MARCINKIEWICZ JANUSZ,2,0.5555555555555556,3.5999999999999996
MARCINKOWSKA EWA,1,3.3636363636363638,0.2972972972972973
MARCINKOWSKA MONIKA,4,0.7666666666666667,5.217391304347826
MARCINKOWSKI MICHAL,2,0.0,0
MARCZAK AGNIESZKA,1,0.3,3.3333333333333335
MARCZAK STANISLAW,6,1.2972972972972974,4.625
MARCZEWSKA HANNA,2,1.0714285714285714,1.8666666666666667
MARCZEWSKI JACEK,1,0.0,0
MARCZEWSKI MAREK,2,0.76,2.6315789473684212
MARCZEWSKI WOJCIECH,1,0.2222222222222222,4.5
MAREK WOJCIECH,1,0.0,0
MAREK-TRZONKOWSKA NATALIA,2,0.20408163265306123,9.799999999999999
MARKIEWICZ MARIA,2,1.1142857142857143,1.7948717948717947
MARKIEWICZ MICHAL,2,0.1,20.0
MARKIEWICZ WOJCIECH,8,4.0,2.0
MARKOWICZ SERGIUSZ,3,1.9583333333333333,1.5319148936170213
MARKOWSKI JAROSLAW,1,0.16666666666666666,6.0
MARKOWSKI ZENON,2,6.75,0.2962962962962963
MARONA HENRYK,3,0.22950819672131148,13.071428571428571
MARSZALEK KONSTANTY,2,0.6666666666666666,3.0
MARTYNKIEN TADEUSZ,4,2.6607142857142856,1.5033557046979866
MARTYNOW JACEK,4,2.2857142857142856,1.75
MARUSZAK WIOLETA,6,3.0476190476190474,1.96875
MARYCZ KRZYSZTOF,3,0.9180327868852459,3.267857142857143
MARZEC ANNA,1,0.0,0
MARZEC MATEUSZ,1,0.6875,1.4545454545454546
MASARCZYK JOACHIM,1,0.0,0
MASLANKA ROBERT,2,0.0,0
MASNYK MAREK,1,3.111111111111111,0.3214285714285714
MASZEWSKA AGNIESZKA,1,0.5846153846153846,1.7105263157894737
MATECKI KRZYSZTOF,2,5.0,0.4
MATEJ JAN,1,0.0,0
MATLAK KRZYSZTOF,1,0.5,2.0
MATOGA DARIUSZ,4,0.8360655737704918,4.784313725490196
MATRAS-POSTOLEK KATARZYNA,1,0.012048192771084338,83.0
MATUSIEWICZ MARTA,1,1.6,0.625
MATUSZEWSKA ANNA,1,0.25,4.0
MATYJASIK JOANNA,4,1.0,4.0
MATYSIAK JOANNA,2,1.2592592592592593,1.588235294117647
MAYER PAULINA,1,0.0,0
MAZALEVSKA OLGA,1,4.0,0.25
MAZERSKA ZOFIA,1,1.9027777777777777,0.5255474452554745
MAZERSKI JAN,1,6.5,0.15384615384615385
MAZGALSKI JAROSLAW,8,0.0,0
MAZIARZ ELZBIETA,3,3.0,1.0
MAZIEJUK MIROSLAW,8,1.625,4.923076923076923
MAZIERSKI PAWEL,1,2.0,0.5
MAZUR ADAM,8,0.0,0
MAZUR MACIEJ,1,0.045454545454545456,22.0
MAZUR MICHAL,1,0.027777777777777776,36.0
MAZUR STANISLAW,1,0.0,0
MAZUREK ALEKSANDER,3,0.0,0
MAZUREK BOLESLAW,2,0.35,5.714285714285714
MAZUREK MACIEJ,2,1.0,2.0
MAZUREK PRZEMYSLAW,10,0.14285714285714285,70.0
MAZURKIEWICZ ADAM,2,0.7222222222222222,2.769230769230769
MAZURKIEWICZ ANNA,1,0.0,0
MAZURKIEWICZ JACEK,1,0.0,0
MAZURKIEWICZ JAN,3,0.0,0
MAZURKIEWICZ-PISAREK ANNA,1,9.444444444444445,0.10588235294117647
MEISSNER JUSTYNA,2,0.631578947368421,3.166666666666667
MENASZEK ELZBIETA,2,0.16901408450704225,11.833333333333334
MERGO PAWEL,7,2.0684931506849313,3.384105960264901
MERTAS ANNA,1,0.3813559322033898,2.6222222222222222
MERTAS BARTOSZ,1,0.0,0
MESZYNSKI SEBASTIAN,2,0.3333333333333333,6.0
MIASKIEWICZ-PESKA EWA,1,0.0,0
MIAZEK ARKADIUSZ,1,0.07317073170731707,13.666666666666668
MIAZGA AGNIESZKA,3,2.4,1.25
MICHALAK JAN,4,0.0,0
MICHALAK MARCIN,1,1.1875,0.8421052631578947
MICHALAK MICHAL,2,1.4,1.4285714285714286
MICHALAK OLGA,2,3.0,0.6666666666666666
MICHALAK PAWEL,3,0.08823529411764706,34.0
MICHALEC ADAM,1,0.0,0
MICHALIK LECH,1,1.0,1.0
MICHALKIEWICZ BEATA,3,0.34285714285714286,8.75
MICHALSKA LUCYNA,1,1.0,1.0
MICHALSKA MONIKA,1,0.0,0
MICHALSKI JACEK,5,0.0,0
MICHALSKI JAN,4,1.0,4.0
MICHALSKI JERZY,4,0.0,0
MICHALSKI KRZYSZTOF,1,0.0,0
MICHALSKI LESZEK,1,0.0,0
MICHNIOWSKI ZBIGNIEW,1,0.0,0
MIECHOWICZ SLAWOMIR,6,2.2857142857142856,2.625
MIECZNIKOWSKI ANTONI,1,0.0,0
MIEDZINSKA DANUTA,1,0.868421052631579,1.1515151515151514
MIEDZINSKA KATARZYNA,2,0.45,4.444444444444445
MIEDZOBRODZKI JACEK,1,0.9814814814814815,1.0188679245283019
MIEDZYBRODZKI RYSZARD,2,2.75,0.7272727272727273
MIELCAREK WITOLD,1,0.78,1.282051282051282
MIELCZAREK ALEKSANDER,1,1.8529411764705883,0.5396825396825397
MIELICKA ELZBIETA,2,0.0,0
MIERCZYK ZYGMUNT,3,0.6,5.0
MIERZEJEWSKI PAWEL,1,0.7,1.4285714285714286
MIESZCZANEK JULIUSZ,1,0.3111111111111111,3.2142857142857144
MIGDAL ANTONI,3,3.6,0.8333333333333333
MIKA MAREK,1,0.3103448275862069,3.2222222222222223
MIKIELEWICZ DARIUSZ,1,0.037037037037037035,27.0
MIKIEWICZ DIANA,3,6.944444444444445,0.432
MIKIEWICZ-SYGULA DIANA,7,8.4,0.8333333333333333
MIKOLAJCZUK ANNA,1,1.16,0.8620689655172414
MIKOLAJCZYK JERZY,4,1.5,2.6666666666666665
MIKOLAJCZYK PIOTR,2,0.0,0
MIKOS MICHAL,4,0.0,0
MIKRUT ZBIGNIEW,1,0.06896551724137931,14.5
MIKSA KRZYSZTOF,13,0.0,0
MIKSTACKA RENATA,2,0.7090909090909091,2.8205128205128203
MIKUCKI JERZY,4,2.0,2.0
MIKULA EDYTA,1,0.0,0
MIKULEWICZ WOJCIECH,1,1.3333333333333333,0.75
MIKULSKI MAREK,1,0.0,0
MILCZAREK MAGDALENA,1,6.6521739130434785,0.1503267973856209
MILER KAZIMIERZ,2,0.5,4.0
MILEWSKA ALEKSANDRA,3,1.3846153846153846,2.1666666666666665
MILEWSKI SLAWOMIR,4,6.254901960784314,0.6394984326018809
MILEWSKI WITOLD,3,0.0,0
MILIK MARIUSZ,8,0.9473684210526315,8.444444444444445
MILKOWSKI ANDRZEJ,1,0.0,0
MINTA ZENON,3,2.6363636363636362,1.1379310344827587
MIRONOWICZ WLADYSLAW,3,1.0,3.0
MISCHKE JERZY,1,0.5,2.0
MISIEWICZ ANNA,4,0.6666666666666666,6.0
MISIURA KONRAD,5,0.4727272727272727,10.576923076923077
MISKIEWICZ AGNIESZKA,1,0.9166666666666666,1.090909090909091
MISKOWICZ MAREK,14,7.625,1.8360655737704918
MISZTAL STANISLAW,1,0.0,0
MITEK TOMASZ,1,1.2307692307692308,0.8125
MITKA KATARZYNA,2,2.1666666666666665,0.9230769230769231
MIZAK WOJCIECH,2,2.6923076923076925,0.7428571428571428
MIZERSKI KRZYSZTOF,1,0.0,0
MLACKI MICHAL,1,1.4285714285714286,0.7
MLODZIANKO ANDRZEJ,1,0.9285714285714286,1.0769230769230769
MLOZNIAK ANNA,4,1.7164179104477613,2.3304347826086955
MLYNARCZAK ANDRZEJ,1,0.0,0
MOCZKOWSKA MALGORZATA,2,1.1428571428571428,1.75
MOCZULSKI WOJCIECH,3,1.368421052631579,2.192307692307692
MODELSKA ANNA,3,3.25,0.9230769230769231
MODRZEJEWSKA HELENA,1,6.666666666666667,0.15
MOGIELNICKI ANDRZEJ,2,2.381818181818182,0.8396946564885496
MOLENDA JANINA,1,0.9512195121951219,1.0512820512820513
MOLENDA MARCIN,4,1.0,4.0
MOLGA EDYTA,1,0.5,2.0
MOLGA EUGENIUSZ,1,1.4782608695652173,0.6764705882352942
MOLL JACEK,3,0.0,0
MOLSKI SZYMON,3,0.125,24.0
MONIUSZKO GRZEGORZ,1,5.0,0.2
MONTUSIEWICZ AGNIESZKA,2,0.038461538461538464,52.0
MORACZEWSKI ANDRZEJ,5,0.0,0
MORAWIEC JERZY,2,3.65,0.547945205479452
MORAWIEC MARCIN,1,0.6666666666666666,1.5
MORAWSKA AGNIESZKA,1,10.75,0.09302325581395349
MORAWSKI ANTONI,2,0.0,0
MORAWSKI WALDEMAR,1,0.0,0
MORKA ANDRZEJ,1,2.3448275862068964,0.42647058823529416
MORZYCKI JACEK,2,0.5,4.0
MOSCICKI ANDRZEJ,7,0.022727272727272728,308.0
MOSKAL ARKADIUSZ,2,3.2903225806451615,0.6078431372549019
MOSKAL GABRIEL,1,3.0,0.3333333333333333
MOSKAL PAWEL,23,0.05263157894736842,437.0
MOSKOT MARTA,2,2.341666666666667,0.8540925266903914
MROCZEK ZDZISLAW,2,4.333333333333333,0.46153846153846156
MROCZKA KRZYSZTOF,2,1.6666666666666667,1.2
MROCZKIEWICZ MICHAL,2,5.285714285714286,0.3783783783783784
MROZ ANDRZEJ,4,0.2857142857142857,14.0
MROZ JERZY,6,0.6666666666666666,9.0
MROZEK-NIECKO ANIKA,2,0.5,4.0
MROZOWSKI JAN,1,0.0,0
MUCHA KRZYSZTOF,2,2.6666666666666665,0.75
MUCHA LUKASZ,14,5.0,2.8
MUCHA ZYGMUNT,3,0.13636363636363635,22.0
MULCZYK MARIAN,1,3.2222222222222223,0.3103448275862069
MURAWSKI MICHAL,18,9.5,1.894736842105263
MURZYN KRZYSZTOF,1,0.28,3.571428571428571
MUSIAL-KULIK MONIKA,2,1.25,1.6
MUSZYNSKI ANDRZEJ,5,0.0,0
MUSZYNSKI ARTUR,2,0.75,2.6666666666666665
MUZYCZEK MALGORZATA,1,2.3076923076923075,0.43333333333333335
MYCEK MARCIN,4,0.0,0
MYCZKOWSKI ZBIGNIEW,2,0.1,20.0
MYSLINSKI PIOTR,9,0.0,0
MYSLIWIEC MALGORZATA,2,0.05,40.0
MYSZKOWSKI JERZY,1,0.058823529411764705,17.0
NABIELEC JERZY,2,0.0,0
NACCACHE DAVID,147,0.0,0
NAGAJ JUSTYNA,1,0.5555555555555556,1.7999999999999998
NAGRABA LUKASZ,2,0.42857142857142855,4.666666666666667
NAJBAR MIECZYSLAWA,4,0.0,0
NAJDA ANDZELIKA,2,0.2,10.0
NAJDEKER EUGENIUSZ,1,0.25,4.0
NAPIERALA MAREK,18,1.3958333333333333,12.895522388059701
NAPIERALSKI ANDRZEJ,5,1.3333333333333333,3.75
NARBUTT JERZY,1,0.13636363636363635,7.333333333333334
NARKIEWICZ URSZULA,3,0.17543859649122806,17.1
NARUSZEWICZ MAREK,11,0.2698412698412698,40.76470588235294
NASILOWSKI TOMASZ,22,3.075,7.154471544715447
NASKALSKA ANTONINA,1,0.9473684210526315,1.0555555555555556
NASULEWICZ ANNA,4,2.0259740259740258,1.9743589743589747
NATKANSKI PIOTR,1,1.0,1.0
NAUMCZUK BEATA,1,1.92,0.5208333333333334
NAWRAT ZBIGNIEW,6,3.6666666666666665,1.6363636363636365
NAWROCKI ADAM,9,0.0,0
NAWROCKI ANDRZEJ,1,1.0,1.0
NAWROCKI JACEK,2,0.05555555555555555,36.0
NAWROT BARBARA,6,0.8275862068965517,7.25
NAZIMEK DOBIESLAW,4,0.0,0
NEJMAN-FALENCZYK BOZENA,2,1.2,1.6666666666666667
NEMTUSIAK MONIKA,1,2.5,0.4
NEVOZHAY DMITRY,2,3.3846153846153846,0.5909090909090909
NIDZWORSKI DAWID,5,3.7111111111111112,1.3473053892215567
NIEBRZYDOWSKA PAULA,2,0.6818181818181818,2.9333333333333336
NIECKARZ ZENON,1,1.0166666666666666,0.9836065573770493
NIEDZICKI LESZEK,2,1.4390243902439024,1.3898305084745763
NIEDZIELA TOMASZ,3,3.27027027027027,0.9173553719008265
NIEDZIELSKI PIOTR,2,0.7692307692307693,2.5999999999999996
NIEDZIELSKI TOMASZ,1,0.21428571428571427,4.666666666666667
NIEDZIOLKA-JONSSON JOANNA,3,1.5060240963855422,1.992
NIEDZWIECKI MACIEJ,1,0.21052631578947367,4.75
NIEKRASZEWICZ ANTONI,13,12.307692307692308,1.05625
NIEKRASZEWICZ BARBARA,4,1.8571428571428572,2.1538461538461537
NIEMCZAK MICHAL,3,2.9565217391304346,1.0147058823529413
NIEMCZYK PIOTR,12,0.0,0
NIEMYJSKI WACLAW,2,1.0,2.0
NIENARTOWICZ JAN,1,0.0,0
NIESCIORUK ANNA,1,0.6153846153846154,1.625
NIEWIADOMSKA EWA,1,0.16666666666666666,6.0
NIEWIADOMSKA GRAZYNA,1,0.14285714285714285,7.0
NIEWIADOMY ANDRZEJ,3,1.1551724137931034,2.5970149253731343
NIEWIECZERZAL SZYMON,5,0.0,0
NIEWOLA ADAM,1,1.1666666666666667,0.8571428571428571
NIEZGODA TADEUSZ,8,1.027027027027027,7.7894736842105265
NIKONCZUK PIOTR,2,0.0,0
NISCHK MICHAL,5,2.142857142857143,2.3333333333333335
NITA JOZEF,1,5.5,0.18181818181818182
NOGALA WOJCIECH,1,1.1403508771929824,0.8769230769230769
NOSKOWIAK ANDRZEJ,2,0.3333333333333333,6.0
NOUSIAINEN PERTTI,28,2.3529411764705883,11.9
NOVAK MIROSLAV,30,0.0,0
NOWACKA-KRUKOWSKA HANNA,1,0.2,5.0
NOWACZYK MARIA,2,0.0,0
NOWACZYK-ORGANISTA MAGDALENA,1,0.25,4.0
NOWAK BERNADETA,1,0.7222222222222222,1.3846153846153846
NOWAK DOMINIK,9,0.25,36.0
NOWAK GABRIEL,1,0.125,8.0
NOWAK GRZEGORZ,3,0.2222222222222222,13.5
NOWAK HUBERT,4,0.0,0
NOWAK JACEK,2,0.1111111111111111,18.0
NOWAK KAROL,2,2.0,1.0
NOWAK MACIEJ,3,0.0,0
NOWAK MAREK,4,0.0,0
NOWAK MATEUSZ,7,1.0,7.0
NOWAK MONIKA,3,0.8,3.75
NOWAK ROMAN,3,0.06666666666666667,45.0
NOWAK RUDOLF,7,0.0,0
NOWAK STANISAW,1,0.3333333333333333,3.0
NOWAK SZYMON,1,0.0,0
NOWAK TOMASZ,13,1.0,13.0
NOWAK WOJCIECH,13,0.0,0
NOWAK ZBIGNIEW,3,0.0,0
NOWAKOWSKA-SIWINSKA ANNA,2,2.5,0.8
NOWAKOWSKI ANDRZEJ,22,0.0,0
NOWAKOWSKI DARIUSZ,1,0.7,1.4285714285714286
NOWAKOWSKI HENRYK,3,0.0,0
NOWAKOWSKI JACEK,5,0.1,50.0
NOWAKOWSKI MARCIN,1,0.0,0
NOWAKOWSKI RAFAL,2,0.0,0
NOWICKA ANNA,1,0.6666666666666666,1.5
NOWICKI ADAM,2,0.0,0
NOWICKI BOGDAN,5,0.0,0
NOWICKI JANUSZ,1,0.0,0
NOWORYTA KRZYSZTOF,2,1.5,1.3333333333333333
NOWOTNY MARCIN,2,0.21428571428571427,9.333333333333334
NYK MARCIN,2,1.5921052631578947,1.256198347107438
NYKIEL MAREK,1,0.125,8.0
NYTKO KINGA,1,1.0,1.0
OBER JOZEF,1,0.25,4.0
OBIDOWSKI DAMIAN,3,1.7346938775510203,1.7294117647058824
OBLOJ JOZEF,8,4.5,1.7777777777777777
OBLOJ-MUZAJ MARIA,1,1.368421052631579,0.7307692307692307
OBUCHOWSKI MICHAL,4,1.6470588235294117,2.428571428571429
OCHALEK ANNA,2,0.0,0
OCHENDUSZKO AGNIESZKA,1,0.0,0
OCHOCKI JUSTYN,3,0.2222222222222222,13.5
OCZKO-WOJCIECHOWSKA MALGORZATA,2,0.7540983606557377,2.6521739130434785
ODOLCZYK NORBERT,2,0.6428571428571429,3.1111111111111107
OGANISIAN KAREN,5,4.5,1.1111111111111112
OGONCZYK DOMINIKA,7,6.833333333333333,1.024390243902439
OGONOWSKI JAN,1,0.7916666666666666,1.2631578947368423
OKULICZ WOJCIECH,3,0.0,0
OLBROMSKI MATEUSZ,1,1.2,0.8333333333333334
OLBRYCHT ROBERT,1,0.0,0
OLCZAK JACEK,10,0.16666666666666666,60.0
OLCZAK TADEUSZ,2,1.0,2.0
OLEJNICZAK MARTA,1,0.625,1.6
OLEJNIK ANNA,1,0.18518518518518517,5.4
OLEJNIK EWA,2,1.1176470588235294,1.7894736842105263
OLEJNIK JOZEF,13,6.0,2.1666666666666665
OLEKSY MARIUSZ,6,2.795918367346939,2.145985401459854
OLEKSYSZYN JOZEF,9,0.6363636363636364,14.142857142857142
OLIWA JOANNA,1,5.0,0.2
OLIWA RAFAL,3,3.037037037037037,0.9878048780487805
OLSZANECKI RAFAL,1,0.7906976744186046,1.2647058823529413
OLSZEWSKA MALGORZATA,5,0.0,0
OLSZEWSKA MONIKA,1,0.8888888888888888,1.125
OLSZEWSKI JACEK,2,0.625,3.2
OLSZEWSKI MACIEJ,1,0.0,0
OLSZEWSKI WOJCIECH,17,0.0,0
OLSZYNA ANDRZEJ,1,0.1935483870967742,5.166666666666667
OPALINSKA AGNIESZKA,3,3.037037037037037,0.9878048780487805
OPALINSKA TERESA,2,0.6666666666666666,3.0
OPALLO MARCIN,5,0.2857142857142857,17.5
OPOLSKI ADAM,3,4.7727272727272725,0.6285714285714286
OPOLSKI GRZEGORZ,1,0.0975609756097561,10.25
ORACZ MONIKA,5,0.5,10.0
ORKISZ MICHAL,25,2.6666666666666665,9.375
ORKISZEWSKA ALICJA,1,0.25,4.0
ORLIKOWSKI LESZEK,1,0.3888888888888889,2.571428571428571
ORLINSKI KRZYSZTOF,1,0.5833333333333334,1.7142857142857142
ORLOWSKA ALICJA,1,1.5,0.6666666666666666
ORLOWSKI KAZIMIERZ,1,0.4166666666666667,2.4
ORWAT BARTOSZ,1,11.0,0.09090909090909091
