inventor,patents,coworkers_patents,patents/coworkers_patents
DONER KATARZYNA,1,2.0,0.5
DORADZINSKI ROMAN,27,10.375,2.602409638554217
DORNA HANNA,1,0.0,0
DRABENT KRZYSZTOF,1,0.5121951219512195,1.9523809523809523
DRABOWICZ JOZEF,4,0.0,0
DRAMINSKI MICHAL,1,0.47619047619047616,2.1
DRAZKOWSKA KAROLINA,2,0.6296296296296297,3.176470588235294
DREAS AGNIESZKA,3,1.0,3.0
DREKSA WLADYSLAW,2,0.0,0
DRELA NADZIEJA,1,0.27710843373493976,3.608695652173913
DREWNIAK LUKASZ,4,1.3125,3.0476190476190474
DROZD ALEKSANDRA,3,0.16666666666666666,18.0
DROZD DOMINIK,1,8.4,0.11904761904761904
DROZD-RZOSKA ALEKSANDRA,1,0.04,25.0
DROZDEK MAREK,2,0.7241379310344828,2.761904761904762
DROZYNSKI DARIUSZ,1,1.1666666666666667,0.8571428571428571
DRYGAS JERZY,2,10.0,0.2
DRZEWINSKI WITOLD,3,2.3333333333333335,1.2857142857142856
DRZYMALA STANISLAW,1,1.0,1.0
DUBIN ADAM,1,1.253968253968254,0.7974683544303798
DUBIN GRZEGORZ,2,1.556701030927835,1.2847682119205297
DUBOWSKA-INGLOT ANNA,4,0.0,0
DUBOWSKI ADAM,4,0.0,0
DUDA MICHAL,2,0.8333333333333334,2.4
DUDZIEC BEATA,6,8.903225806451612,0.673913043478261
DUDZIK GRZEGORZ,1,0.9,1.1111111111111112
DUDZINSKI KRZYSZTOF,6,2.5,2.4
DUL JAN,2,0.17647058823529413,11.333333333333332
DULAK JOZEF,2,1.05,1.9047619047619047
DULINSKI ZBIGNIEW,2,1.7647058823529411,1.1333333333333333
DULKIEWICZ PIOTR,3,4.0,0.75
DUNALEWICZ ANDRZEJ,1,0.0,0
DUNIEC KAMILA,1,0.5714285714285714,1.75
DWILINSKI ROBERT,26,4.942857142857143,5.260115606936416
DWORAK PAWEL,1,0.0,0
DWORNICZEK EWA,1,0.2087912087912088,4.7894736842105265
DWORNIKOWSKI DARIUSZ,1,1.4666666666666666,0.6818181818181819
DYBOWSKI BARTOSZ,1,0.125,8.0
DYBOWSKI KONRAD,5,4.606060606060606,1.0855263157894737
DYCZEWSKI MICHAL,2,2.8333333333333335,0.7058823529411764
DYJAK SLAWOMIR,1,0.32,3.125
DYLIK MACIEJ,1,0.0,0
DYMECKA KINGA,2,1.4705882352941178,1.3599999999999999
DYMERSKI TOMASZ,1,0.01282051282051282,78.0
DZIACHAN MACIEJ,1,4.714285714285714,0.21212121212121213
DZIADEK JAROSLAW,3,0.06153846153846154,48.75
DZIADUSZEK JERZY,9,1.9722222222222223,4.563380281690141
DZIADZIUSZKO RAFAL,5,1.0434782608695652,4.791666666666667
DZIECIELEWSKI IGOR,3,4.0,0.75
DZIECIOL EDWARD,3,0.0,0
DZIEDUSZYCKA MARIA,1,8.640625,0.11573236889692586
DZIEDZIC MAGDALENA,1,1.7105263157894737,0.5846153846153846
DZIEDZIC PIOTR,1,1.6666666666666667,0.6
DZIEDZICKA ANNA,2,0.6153846153846154,3.25
DZIEDZIECH KAJETAN,1,0.1511627906976744,6.615384615384616
DZIEGIEL PIOTR,3,0.8941176470588236,3.3552631578947367
DZIEGIELEWSKI MAREK,1,0.15384615384615385,6.5
DZIEMBAJ ROMAN,2,1.0208333333333333,1.959183673469388
DZIEMBOWSKI ANDRZEJ,1,0.49206349206349204,2.032258064516129
DZIENIA ANDRZEJ,1,0.9333333333333333,1.0714285714285714
DZIERZBA KATARZYNA,1,2.357142857142857,0.42424242424242425
DZIEWISZEK WOJCIECH,2,0.5526315789473685,3.6190476190476186
DZIEWIT LUKASZ,1,1.0923076923076922,0.915492957746479
DZIEWULSKI PAWEL,1,4.0,0.25
DZIK TOMASZ,3,0.027777777777777776,108.0
DZIUBAN JAN,2,0.3,6.666666666666667
DZIUBINSKI MAREK,5,3.4166666666666665,1.4634146341463414
DZIURDZIA BARBARA,3,1.2105263157894737,2.4782608695652173
DZIURZYNSKI TOMASZ,2,0.0,0
DZIWINSKI EUZEBIUSZ,1,0.7058823529411765,1.4166666666666665
DZWOLAK WOJCIECH,1,0.17857142857142858,5.6
DZWONEK KAROLINA,2,5.0625,0.3950617283950617
DZWONKOWSKI JANUSZ,1,0.8181818181818182,1.222222222222222
ECKSTEIN MARIAN,2,0.1111111111111111,18.0
ELIASZ JACEK,2,0.0,0
EMPEL JOANNA,1,0.28888888888888886,3.4615384615384617
EPSZTAJN JAN,1,0.1875,5.333333333333333
FABISZEWSKA AGATA,1,0.5454545454545454,1.8333333333333335
FABRITIUS CHARLES-HENRY,6,0.0,0
FAC-DABROWSKA KAJA,2,1.6666666666666667,1.2
FALKOWSKI LEONARD,14,11.32,1.2367491166077738
FALKUS JAN,1,0.1111111111111111,9.0
FEDER MARCIN,2,0.975,2.0512820512820515
FEDORCZYK BARTLOMIEJ,3,0.5,6.0
FEDORUK-WYSZOMIRSKA AGNIESZKA,2,2.5081967213114753,0.7973856209150327
FEDUNIEWICZ-ZMUDA ANNA,2,1.875,1.0666666666666667
FEJGIN JERZY,1,0.75,1.3333333333333333
FIALKOWSKA EDYTA,3,0.3333333333333333,9.0
FIALKOWSKI MARCIN,4,1.0526315789473684,3.8000000000000003
FIALKOWSKI WOJCIECH,1,0.3333333333333333,3.0
FIC KRZYSZTOF,1,2.1333333333333333,0.46875
FICHNA JAKUB,1,0.28125,3.5555555555555554
FICINSKA JOLANTA,2,0.0,0
FIDELUS JANUSZ,4,3.125,1.28
FIEDOROW RYSZARD,1,1.7647058823529411,0.5666666666666667
FIEDOT MARTA,1,0.6595744680851063,1.5161290322580647
FIGA JAN,2,0.125,16.0
FIGIEL ADAM,1,0.0,0
FIGIEL PAWEL,1,0.7333333333333333,1.3636363636363638
FIGLEROWICZ MAREK,5,0.52,9.615384615384615
FIGURA GRZEGORZ,1,1.0,1.0
FIJALKOWSKI BOGDAN,1,0.0,0
FIJALKOWSKI KAROL,4,0.7333333333333333,5.454545454545455
FILIN SERGIY,1,0.0,0
FILIP KATARZYNA,2,10.0,0.2
FILIP-PSURSKA BEATA,3,3.6627906976744184,0.8190476190476191
FILIPEK AGNIESZKA,1,2.272727272727273,0.43999999999999995
FILIPEK ANNA,1,0.9032258064516129,1.1071428571428572
FILIPEK SLAWOMIR,5,0.32558139534883723,15.357142857142856
FILIPEK STANISLAW,1,0.0,0
FIRCZUK MALGORZATA,1,1.1785714285714286,0.8484848484848485
FISZER AGNIESZKA,2,0.5,4.0
FITAK HANNA,7,7.2,0.9722222222222222
FITZNER ANDRZEJ,2,0.0,0
FLIS JANUSZ,1,0.25,4.0
FLIS-KABULSKA IWONA,1,0.375,2.6666666666666665
FLORCZUK WOJCIECH,1,2.125,0.47058823529411764
FLORJANCZYK ZBIGNIEW,1,0.6491228070175439,1.5405405405405406
FLORKOWSKI MAREK,10,0.18181818181818182,55.0
FLORYS KATARZYNA,5,6.6571428571428575,0.7510729613733905
FOJUTOWSKI ANDRZEJ,1,1.3333333333333333,0.75
FOLEK STANISLAW,1,0.75,1.3333333333333333
FORMANEK BOLESLAW,1,0.09090909090909091,11.0
FORMELA ADAM,3,9.0,0.3333333333333333
FORNALIK-WAJS ELZBIETA,1,0.23684210526315788,4.222222222222222
FORONCEWICZ BARTOSZ,2,1.7073170731707317,1.1714285714285715
FORTUNA WOJCIECH,1,8.5,0.11764705882352941
FOSZCZ DARIUSZ,1,0.15151515151515152,6.6
FRACKOWIAK ELZBIETA,5,1.6875,2.962962962962963
FRACKOWIAK IWONA,2,0.0,0
FRACKOWIAK RENATA,2,0.6666666666666666,3.0
FRACZ WIESLAW,1,0.5,2.0
FRANCZYK ADRIAN,1,7.0256410256410255,0.14233576642335766
FRANCZYK EWELINA,2,1.75,1.1428571428571428
FRANIAK-PIETRYGA IDA,4,1.5061728395061729,2.6557377049180326
FRANICZEK ROMAN,1,0.8444444444444444,1.1842105263157894
FRANKOWSKI ANDRZEJ,1,1.2777777777777777,0.782608695652174
FRANUS WOJCIECH,1,0.018518518518518517,54.0
FRAS EDWARD,1,0.0,0
FUDALA ANDRZEJ,13,0.0,0
FUDALI PAWEL,4,0.0,0
FUGLEWICZ BOGUSLAW,2,0.0,0
FULCZYK MAREK,19,12.86046511627907,1.4773960216998192
FULDE STEFAN,6,0.0,0
FURMAN BARTLOMIEJ,4,1.75,2.2857142857142856
FURMANIK KAZIMIERZ,2,1.0,2.0
FYDA JANUSZ,1,1.1866666666666668,0.8426966292134831
GABIG-CIMINSKA MAGDALENA,1,2.457627118644068,0.4068965517241379
GABRIEL-POLROLNICZAK URSZULA,1,1.4,0.7142857142857143
GABRYELEWICZ TOMASZ,1,0.09523809523809523,10.5
GAGOS MARIUSZ,6,0.0,0
GAJ PAWEL,1,2.5,0.4
GAJC MARCIN,2,0.42857142857142855,4.666666666666667
GAJDA JANUSZ,2,0.3103448275862069,6.444444444444445
GAJDA MARIUSZ,1,0.07692307692307693,13.0
GAJEWSKI PIOTR,1,0.5882352941176471,1.7
GAJEWSKI WLADYSLAW,1,2.125,0.47058823529411764
GALA KAMILA,1,1.6590909090909092,0.6027397260273972
GALAS JACEK,10,3.689655172413793,2.710280373831776
GALESKI ANDRZEJ,7,3.0476190476190474,2.296875
GALEZOWSKI MICHAL,9,0.6428571428571429,13.999999999999998
GALINA HENRYK,3,1.1875,2.526315789473684
GALKA JAKUB,1,1.8,0.5555555555555556
GALKA-MARCINIAK PAULINA,1,0.3225806451612903,3.1
GAMBIN WIKTOR,1,1.1666666666666667,0.8571428571428571
GAMIAN ANDRZEJ,16,0.32142857142857145,49.77777777777777
GANCARZ ROMAN,2,0.27586206896551724,7.25
GARBARCZYK JOZEF,2,0.9,2.2222222222222223
GARBAT KATARZYNA,1,0.14285714285714285,7.0
GARBATOWSKI WIESLAW,3,1.5,2.0
GARBICZ DAMIAN,2,0.8913043478260869,2.2439024390243905
GARCZAREK PIOTR,1,0.05128205128205128,19.5
GARDAS MATEUSZ,1,0.7333333333333333,1.3636363636363638
GARDZINSKI PAWEL,1,1.5789473684210527,0.6333333333333333
GARSTECKI PIOTR,33,4.516129032258065,7.307142857142856
GARSTKA MACIEJ,1,0.6,1.6666666666666667
GASIOROWSKI KAZIMIERZ,2,0.0,0
GASZEWSKI JERZY,3,0.0,0
GASZTYCH DIONIZY,1,0.25,4.0
GAWARECKA KATARZYNA,1,0.5283018867924528,1.8928571428571428
GAWDZINSKA KATARZYNA,1,0.25,4.0
GAWEL KAMILA,1,0.0,0
GAWENDA TOMASZ,1,0.375,2.6666666666666665
GAWIN RAFAL,4,7.0,0.5714285714285714
GAWLIK WOJCIECH,1,0.4444444444444444,2.25
GAWLIKOWSKI MACIEJ,1,1.0588235294117647,0.9444444444444444
GAWOR JAN,2,0.5,4.0
GAWORSKA-KONIAREK DOMINIKA,2,1.2,1.6666666666666667
GAWRONSKA IWONA,1,0.16666666666666666,6.0
GAWRONSKA-SZKLARZ B,1,0.0,0
GAWRONSKA-SZKLARZ BARBARA,2,0.25,8.0
GAZDOWICZ GRZEGORZ,1,0.1111111111111111,9.0
GDULA PAWEL,1,1.25,0.8
GEBAROWSKA KATARZYNA,2,0.3076923076923077,6.5
GEBICKI JERZY,18,1.24,14.516129032258064
GENDARZ PIOTR,1,0.0,0
GEWARTOWSKI KAMIL,3,5.666666666666667,0.5294117647058824
GIBALA KATARZYNA,4,0.0,0
GIECZEWSKA KATARZYNA,1,0.19148936170212766,5.222222222222222
GIEL-PIETRASZUK MALGORZATA,1,2.1,0.47619047619047616
GIELARA-KORZANSKA AGNIESZKA,2,1.0,2.0
GIELDANOWSKI JERZY,2,0.0,0
GIELETA ROMAN,3,1.8333333333333333,1.6363636363636365
GIERALTOWSKA SYLWIA,8,2.0,4.0
GIERLIKOWSKI WOJCIECH,2,1.0,2.0
GIERLOTKA STANISLAW,2,0.6212121212121212,3.2195121951219514
GIEYSZTOR ANDRZEJ,2,0.0,0
GIL BARBARA,1,1.0869565217391304,0.92
GIL MALGORZATA,3,0.14285714285714285,21.0
GILNER DANUTA,4,1.411764705882353,2.833333333333333
GINALSKI KRZYSZTOF,1,0.8421052631578947,1.1875
GLABSKI TADEUSZ,4,0.0,0
GLENZ ANDREAS,6,0.0,0
GLICE MAGDALENA,5,2.9130434782608696,1.7164179104477613
GLINIEWICZ BARTLOMIEJ,2,0.6666666666666666,3.0
GLISCINSKA EULALIA,1,2.8666666666666667,0.3488372093023256
GLOWACKA ANNA,1,0.0,0
GLOWINSKA AGNIESZKA,1,1.5,0.6666666666666666
GLUSZEK JOZEF,1,0.0,0
GNAROWSKI WLODZIMIERZ,1,0.6363636363636364,1.5714285714285714
GNYBA MARCIN,2,0.4852941176470588,4.121212121212121
GODLEWSKI MAREK,4,0.6122448979591837,6.533333333333333
GODYCKI-CWIRKO TADEUSZ,1,0.0,0
GOLAB JAKUB,2,0.43478260869565216,4.6000000000000005
GOLABEK ADAM,4,0.0,0
GOLANSKI JACEK,1,1.0714285714285714,0.9333333333333333
GOLDA ADAM,1,0.625,1.6
GOLDA-CEPA MONIKA,2,3.3333333333333335,0.6
GOLEBIEWSKI JAN,1,2.5,0.4
GOLEBIOWSKI ADAM,28,0.16666666666666666,168.0
GOLEBIOWSKI ANDRZEJ,4,0.0,0
GOLIK JERZY,23,14.055555555555555,1.6363636363636365
GOLINSKI JERZY,1,5.111111111111111,0.1956521739130435
GOLUNSKI LUKASZ,1,2.2,0.45454545454545453
GONDELA ANDRZEJ,2,1.7878787878787878,1.1186440677966103
GONET ANDRZEJ,1,0.06779661016949153,14.75
GONSIOR MALGORZATA,2,2.4,0.8333333333333334
GORA JOZEF,1,0.8571428571428571,1.1666666666666667
GORA MONIKA,1,0.3333333333333333,3.0
GORA-MAREK KINGA,1,0.0,0
GORA-SOCHACKA ANNA,6,3.9,1.5384615384615385
GORCZYCA GRZEGORZ,2,1.2941176470588236,1.5454545454545454
GORCZYNSKA IWONA,1,6.311475409836065,0.15844155844155844
GORECKI HENRYK,3,0.0,0
GORECKI PAWEL,2,0.2857142857142857,7.0
GORECKI WILHELM,2,0.0,0
GORECKI WOJCIECH,1,2.0,0.5
GORNY ZBIGNIEW,1,0.5,2.0
GORSKA ANNA,1,0.0,0
GORSKI ANDRZEJ,24,0.8333333333333334,28.799999999999997
GORSKI BOHDAN,6,5.916666666666667,1.0140845070422535
GORSKI KRZYSZTOF,2,0.5,4.0
GORZKIEWICZ MICHAL,1,2.2941176470588234,0.4358974358974359
GOSIEWSKI KRZYSZTOF,2,9.789473684210526,0.20430107526881722
GOSIEWSKI TOMASZ,3,2.4166666666666665,1.2413793103448276
GOTFRYD LESZEK,1,0.5,2.0
GOZDEK AGNIESZKA,4,1.125,3.5555555555555554
GOZDZIEWICZ TOMASZ,2,0.0,0
GRABIEC PIOTR,7,2.2941176470588234,3.0512820512820515
GRABOWSKA ANNA,5,0.2,25.0
GRABOWSKA BEATA,3,1.3125,2.2857142857142856
GRABOWSKA EWELINA,2,1.2203389830508475,1.6388888888888888
GRABOWSKA IWONA,2,0.3888888888888889,5.142857142857142
GRABOWSKA KAROLINA,1,1.0526315789473684,0.9500000000000001
GRABOWSKA KATARZYNA,2,0.6363636363636364,3.142857142857143
GRABOWSKA MAGDALENA,1,0.0,0
GRABOWSKI ADAM,6,0.0,0
GRABOWSKI ANDRZEJ,1,0.0,0
GRABOWSKI KAMIL,3,0.8387096774193549,3.5769230769230766
GRABOWSKI MACIEJ,1,0.3,3.3333333333333335
GRABOWSKI WITOLD,1,0.0,0
GRACZYK ALFREDA,2,0.47435897435897434,4.216216216216217
GRADON LEON,14,1.6153846153846154,8.666666666666666
GRADON RYSZARD,1,1.0,1.0
GRAJEK TOMASZ,10,9.545454545454545,1.0476190476190477
GRAJEK WLODZIMIERZ,2,0.42857142857142855,4.666666666666667
GRAJKOWSKI ANDRZEJ,7,1.0961538461538463,6.385964912280701
GRAJKOWSKI WOJCIECH,1,0.47368421052631576,2.111111111111111
GRALEC BARBARA,1,1.4,0.7142857142857143
GRAMSZ JERZY,2,12.5,0.16
GRANKOWSKI NIKODEM,1,0.29333333333333333,3.409090909090909
GRANOWSKI ROBERT,6,6.0,1.0
GRASSMANN KAMIL,3,0.75,4.0
GRASZA KRZYSZTOF,2,0.7575757575757576,2.64
GREBOWICZ JANUSZ,1,0.15625,6.4
GREGOROWICZ JACEK,3,0.1,30.0
GRELA KAROL,16,2.823529411764706,5.666666666666666
GRIEB PAWEL,2,0.7692307692307693,2.5999999999999996
GROBELNY DAMIAN,15,0.6,25.0
GROCHALA DANIEL,1,0.0,0
GROCHOWINA MARCIN,8,0.8571428571428571,9.333333333333334
GROCHOWSKI JACEK,1,0.06896551724137931,14.5
GRODNER JACEK,1,3.1904761904761907,0.3134328358208955
GRODZIK MARTA,1,0.6104651162790697,1.6380952380952383
GROLIER JEAN-PIERRE,1,0.375,2.6666666666666665
GROMADKA ROBERT,2,0.425,4.705882352941177
GROMADZKA BEATA,5,4.375,1.1428571428571428
GROMAN ALEKSANDRA,1,0.0,0
GRONOWSKA IRENA,2,0.0,0
GRONWALD JACEK,7,5.4,1.2962962962962963
GROSMAN FRANCISZEK,1,0.5185185185185185,1.9285714285714286
GRUCA KRZYSZTOF,6,0.0,0
GRUDZIEN KRZYSZTOF,1,0.6976744186046512,1.4333333333333333
GRUSZCZYNSKI MAREK,2,0.0,0
GRUSZECKI WOJCIECH,19,0.0,0
GRUZA MARIUSZ,4,4.3,0.9302325581395349
GRYBOS RYSZARD,1,0.08333333333333333,12.0
GRYCHOWSKA KATARZYNA,1,2.259259259259259,0.4426229508196722
GRYCZAN PIOTR,1,0.5555555555555556,1.7999999999999998
GRYGIELEWICZ PAULINA,1,5.342105263157895,0.18719211822660098
GRYGLEWICZ GRAZYNA,1,0.2,5.0
GRYGORCZUK JERZY,3,0.5897435897435898,5.08695652173913
GRYKO DANIEL,9,9.0,1.0
GRYKO ROMUALD,1,0.4166666666666667,2.4
GRYNKIEWICZ GRZEGORZ,19,8.210526315789474,2.314102564102564
GRYSA KRZYSZTOF,1,0.3333333333333333,3.0
GRZANKA SZYMON,2,2.8524590163934427,0.7011494252873564
GRZEBIENIAK KAROLINA,4,0.3333333333333333,12.0
GRZEGORCZYK MONIKA,1,0.6428571428571429,1.5555555555555554
GRZEGORY IZABELLA,11,2.8607594936708862,3.8451327433628317
GRZELAK JANUSZ,4,0.0,0
GRZELAK KRYSTYNA,2,0.358974358974359,5.571428571428571
GRZESIAK PIOTR,1,0.0,0
GRZESIUK ELZBIETA,2,0.14285714285714285,14.0
GRZESZCZYK BARBARA,2,1.75,1.1428571428571428
GRZYB JANUSZ,10,0.0,0
GRZYB KATARZYNA,1,0.0,0
GRZYBEK GABRIELA,1,4.0,0.25
GRZYBKOWSKI WACLAW,2,0.42857142857142855,4.666666666666667
GRZYBOWSKA JOLANTA,4,10.631578947368421,0.37623762376237624
GRZYWA EDWARD,15,1.5833333333333333,9.473684210526317
GRZYWA RENATA,1,3.8461538461538463,0.26
GRZYWACZ MARCIN,1,1.0,1.0
GUBERNATOR JERZY,4,0.8928571428571429,4.4799999999999995
GUDAROWSKA EWELINA,1,0.0,0
GUDRA TADEUSZ,2,0.08695652173913043,23.0
GUDYKA SYLWIA,1,3.6666666666666665,0.27272727272727276
GULAJSKI LUKASZ,2,5.041666666666667,0.396694214876033
GUMIENIAK JERZY,2,9.266666666666667,0.2158273381294964
GUMULA STANISLAW,24,0.8571428571428571,28.0
GUNERKA PAWEL,2,5.594594594594595,0.357487922705314
GUNIA AGNIESZKA,2,1.3333333333333333,1.5
GUSTOWSKI WLODZIMIERZ,2,0.0,0
GUT-WINIARSKA MONIKA,1,0.3333333333333333,3.0
GUZENDA PIOTR,3,7.8,0.38461538461538464
GUZIALOWSKA-TIC JOANNA,1,0.25,4.0
GUZOW KATARZYNA,1,0.3384615384615385,2.9545454545454546
GUZOWSKI JAN,1,33.0,0.030303030303030304
GWARDIAK HANNA,1,0.0,0
HABER JERZY,7,1.3333333333333333,5.25
HAC ALEKSANDRA,1,2.75,0.36363636363636365
HACHOL ANDRZEJ,1,0.0,0
HALAGAN KRZYSZTOF,4,1.5,2.6666666666666665
HALAMA AGNIESZKA,2,1.1,1.8181818181818181
HAMANKIEWICZ BARTOSZ,1,1.0,1.0
HAMMER ERLING,8,0.0,0
HANDZLIK JADWIGA,2,0.34210526315789475,5.846153846153846
HAPONIUK JOZEF,5,0.7333333333333333,6.818181818181818
HARASYM JOANNA,6,0.0,0
HAS ZDZISLAW,3,12.0,0.25
HECZKO PIOTR,7,1.6666666666666667,4.2
HEJNA ALEKSANDER,1,2.5365853658536586,0.3942307692307692
HELIOS-RYBICKA EDELTRAUDA,1,0.0,0
HELLER KRZYSZTOF,1,0.6923076923076923,1.4444444444444444
HENCZKA MAREK,2,0.7804878048780488,2.5625
HENECZKOWSKI MACIEJ,6,3.2051282051282053,1.8719999999999999
HETMANCZYK MAREK,1,0.5,2.0
HETPER JACEK,4,0.34615384615384615,11.555555555555555
HINC KRZYSZTOF,2,1.127659574468085,1.7735849056603774
HODOROWICZ STANISLAW,1,0.0,0
HOFFMANN PIOTR,2,3.6923076923076925,0.5416666666666666
HOGENDORF ADAM,1,1.0,1.0
HOGENDORF AGATA,1,0.8260869565217391,1.2105263157894737
HOJA JERZY,3,0.23076923076923078,13.0
HOLDYNSKI ZBIGNIEW,13,11.35,1.145374449339207
HOLENKO MATEUSZ,1,1.2,0.8333333333333334
HOLTZER MARIUSZ,7,0.7115384615384616,9.837837837837837
HOLUB MARCIN,1,0.7368421052631579,1.3571428571428572
HOLYST ROBERT,13,0.375,34.666666666666664
HORBACZEWSKI ANDRZEJ,1,0.0,0
HOREGLAD PAWEL,1,0.08888888888888889,11.25
HORODECKA RENATA,1,0.6666666666666666,1.5
HOROWSKA BARBARA,2,2.8823529411764706,0.6938775510204082
HOTOWY ANNA,1,0.5887096774193549,1.6986301369863013
HRECZUCH WIESLAW,6,0.9722222222222222,6.171428571428572
HRECZYCHO GRZEGORZ,1,4.54054054054054,0.22023809523809526
HRENIAK DARIUSZ,9,5.240963855421687,1.7172413793103447
HRYNIEWICZ WALERIA,1,0.08771929824561403,11.4
HUPKA JAN,6,0.95,6.315789473684211
HUYNH TAN-PHAT,2,0.4,5.0
HUZARSKI TOMASZ,7,4.046632124352332,1.729833546734955
HYZ KAROLINA,1,1.5,0.6666666666666666
IGRAS JANUSZ,1,0.5555555555555556,1.7999999999999998
ILMURZYNSKA JANINA,4,0.0,0
INDYKA PAULINA,2,2.8,0.7142857142857143
IONOV MAKSIM,1,0.6455696202531646,1.5490196078431373
ISAKOW ZBIGNIEW,5,0.5294117647058824,9.444444444444445
IWAN MICHALINA,1,1.6666666666666667,0.6
IWANICKI ADAM,2,2.2142857142857144,0.9032258064516129
IWASZENKO SEBASTIAN,1,0.21212121212121213,4.714285714285714
IZAK DARIUSZ,2,0.0,0
IZDEBSKA-SZANDA IRENA,1,0.0,0
IZDEBSKI JAN,3,0.4117647058823529,7.2857142857142865
IZYDORZAK MARCIN,14,0.0,0
IZYKOWSKI JAN,26,7.129032258064516,3.6470588235294117
JABLONSKI ALEKSANDER,1,0.07142857142857142,14.0
JABLONSKI MARCIN,1,0.0,0
JABLONSKI MIROSLAW,2,0.3076923076923077,6.5
JABLONSKI RYSZARD,2,0.0,0
JABLONSKI SLAWOMIR,1,0.5,2.0
JABLONSKI ZBIGNIEW,11,0.0,0
JACH JAN,4,0.0,0
JACHYM BRONISLAW,1,4.0,0.25
JACHYMEK WOJCIECH,1,2.693877551020408,0.3712121212121212
JACKOWIAK PAULINA,1,2.3181818181818183,0.4313725490196078
JACKOWSKI JERZY,2,0.0,0
JADCZYK TOMASZ,1,1.1935483870967742,0.8378378378378378
JAGIELLO AGATA,1,8.0,0.125
JAJSZCZYK ANDRZEJ,4,1.9473684210526316,2.054054054054054
JAKIELA SLAWOMIR,6,8.816326530612244,0.6805555555555556
JAKIMOWICZ PIOTR,4,0.7419354838709677,5.391304347826087
JAKOBKIEWICZ-BANECKA JOANNA,5,2.380952380952381,2.1
JAKUBOWICZ JAROSLAW,1,0.07692307692307693,13.0
JAKUBOWSKA ANNA,3,0.4166666666666667,7.199999999999999
JAKUBOWSKA MALGORZATA,6,1.0806451612903225,5.552238805970149
JAKUBOWSKA-ZAHORSKA RENATA,1,10.0,0.1
JAKUBOWSKI ANDRZEJ,5,0.0,0
JAKUBOWSKI JAN,2,0.0,0
JAKUBOWSKI TOMASZ,3,0.0,0
JAKUBOWSKI ZENON,3,0.5,6.0
JALMUZNA WOJCIECH,1,0.5428571428571428,1.842105263157895
JANAS ANDRZEJ,1,0.0,0
JANAS JANUSZ,1,1.3103448275862069,0.7631578947368421
JANASZEWSKI MARCIN,2,0.5945945945945946,3.3636363636363633
JANCZEWSKA ELZBIETA,1,0.0,0
JANCZYK WOJCIECH,2,1.0,2.0
JANECKI DARIUSZ,2,0.35,5.714285714285714
JANETA MATEUSZ,1,3.1,0.3225806451612903
JANIAK MAREK,2,0.25,8.0
JANICKI JAROSLAW,1,0.4,2.5
JANICKI PIOTR,2,0.0,0
JANICKI STANISLAW,3,1.7142857142857142,1.75
JANIGA ANITA,1,0.08333333333333333,12.0
JANIK HELENA,1,0.2647058823529412,3.7777777777777777
JANIK JAN,8,0.0,0
JANIK PRZEMYSLAW,1,0.05405405405405406,18.5
JANISZEWSKI STEFAN,1,0.0,0
JANKAU JERZY,1,0.3333333333333333,3.0
JANKOWSKI ANDRZEJ,18,0.0,0
JANKOWSKI PAWEL,7,2.757575757575758,2.5384615384615383
JANOSZEK TOMASZ,1,0.22580645161290322,4.428571428571429
JANOWSKI BARTLOMIEJ,4,0.0,0
JANUS GRZEGORZ,1,0.0,0
JANUS KRZYSZTOF,3,0.3125,9.6
JANUS RAFAL,1,2.5,0.4
JANUSZ WLADYSLAW,1,0.0,0
JANUSZEWSKA ANETA,2,4.444444444444445,0.44999999999999996
JANUSZKA MARCIN,3,1.9411764705882353,1.5454545454545454
JANUSZKIEWICZ LUKASZ,5,0.38461538461538464,13.0
JANUSZKO ADAM,4,0.24324324324324326,16.444444444444443
JAREMEK HENRYK,8,1.0,8.0
JARMUNDOWICZ WLODZIMIERZ,1,0.6176470588235294,1.619047619047619
JARNO LESZEK,2,0.5,4.0
JAROCKA URSZULA,1,4.777777777777778,0.20930232558139536
JARONSKI JAROSLAW,1,0.0,0
JAROSZ JERZY,1,0.0,0
JAROSZ MATEUSZ,2,3.6666666666666665,0.5454545454545455
JAROSZ WOJCIECH,22,0.13636363636363635,161.33333333333334
JAROSZEWICZ ZBIGNIEW,5,0.1875,26.666666666666668
JARZAB ANNA,3,0.0,0
JARZAB BARBARA,2,0.3829787234042553,5.222222222222222
JARZAB MICHAL,2,0.9130434782608695,2.1904761904761907
JARZEBSKI ANDRZEJ,5,19.833333333333332,0.25210084033613445
JARZYNA WOJCIECH,1,1.25,0.8
JASCHIK MANFRED,2,1.967741935483871,1.0163934426229508
JASIENKO STEFAN,1,0.5,2.0
JASINSKA MAGDALENA,2,2.8333333333333335,0.7058823529411764
JASIOLEK GABRIEL,1,0.6666666666666666,1.5
JASKIEWICZ JANUSZ,1,1.3636363636363635,0.7333333333333334
JASKOWSKA JOLANTA,3,4.176470588235294,0.7183098591549295
JASNY J,1,0.0,0
JASNY JAN,4,0.08333333333333333,48.0
JASSEM JACEK,8,0.0,0
JASTRZABEK KONRAD,2,1.6666666666666667,1.2
JASTRZEBSKA AGNIESZKA,1,0.0,0
JASTRZEBSKA BEATA,1,0.851063829787234,1.175
JATCZAK KAMIL,4,4.478260869565218,0.8932038834951456
JAWICZUK MAGDALENA,1,1.4714285714285715,0.6796116504854368
